Employee_ID,First_Name,Last_Name,Age,Department_Region,Current_Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region,Tenure,Target_Bonus,Geographic_Differential,Actual_Bonus
EMP2003,Frank,Smith,35,HR-California,Pending,2023-02-15,115229.12,frank.smith@example.com,(146)-449-3698,Excellent,"TRUE",HR,California,2.9,1.07,1.149,2.46
EMP2004,Grace,Smith,25,DevOps-Illinois,Pending,2023-06-15,60687.63,grace.smith@example.com,(951)-679-3349,Excellent,"FALSE",DevOps,Illinois,2.5,1.1,1.039,2.29
EMP2005,Frank,Jones,30,Finance-Illinois,Inactive,2022-03-19,67492.73,frank.jones@example.com,(557)-385-7367,Good,"TRUE",Finance,Illinois,3.8,1.1,1.039,1.71
EMP2006,Grace,Brown,NULL,HR-Illinois,Inactive,2023-10-25,77821.79,grace.brown@example.com,NULL,Average,"FALSE",HR,Illinois,2.2,1.07,1.039,1.11
EMP2007,Charlie,Jones,35,DevOps-Texas,Active,2022-07-14,69146.95,charlie.jones@example.com,(681)-187-2332,Poor,"FALSE",DevOps,Texas,3.5,1.13,0.982,0.55
EMP2008,Grace,Brown,35,Admin-Nevada,Inactive,2022-03-12,90224.82,grace.brown@example.com,(510)-409-6148,Good,"TRUE",Admin,Nevada,3.8,1.05,1.016,1.6
EMP2009,David,Garcia,NULL,Finance-Illinois,Pending,2024-06-11,62603.98,david.garcia@example.com,(731)-539-1148,Poor,"FALSE",Finance,Illinois,1.6,1.08,1.039,0.56
EMP2010,Bob,Jones,35,Sales-Nevada,Active,2024-06-10,71148.27,bob.jones@example.com,(830)-748-2072,Average,"FALSE",Sales,Nevada,1.6,1.08,1.016,1.1
EMP2011,David,Jones,40,Admin-California,Inactive,2022-09-21,52031.74,david.jones@example.com,(651)-189-3939,Excellent,"TRUE",Admin,California,3.3,1.05,1.149,2.41
EMP2012,Grace,Miller,35,DevOps-Florida,Inactive,2023-04-15,NULL,grace.miller@example.com,(655)-782-0189,Average,"FALSE",DevOps,Florida,2.7,1.1,0.954,1.05
EMP2013,Eva,Williams,NULL,HR-Illinois,Pending,2020-02-06,116680.63,eva.williams@example.com,(432)-230-2332,Good,"FALSE",HR,Illinois,5.9,1.1,1.039,1.71
EMP2014,Grace,Jones,30,Finance-Nevada,Pending,2021-05-16,51990.98,grace.jones@example.com,(247)-073-9200,Excellent,"TRUE",Finance,Nevada,4.6,1.12,1.016,2.28
EMP2015,David,Miller,30,HR-California,Active,2023-08-19,NULL,david.miller@example.com,(354)-621-2759,Good,"TRUE",HR,California,2.4,1.07,1.149,1.84
EMP2016,David,Johnson,30,Cloud Tech-Texas,Inactive,2021-11-07,100215.06,david.johnson@example.com,(250)-826-1122,Good,"TRUE",Cloud Tech,Texas,4.2,1.15,0.982,1.69
EMP2017,Charlie,Williams,40,Finance-New York,Active,2023-10-04,114587.11,charlie.williams@example.com,(126)-163-2487,Average,"FALSE",Finance,New York,2.2,1.1,1.126,1.24
EMP2018,Alice,Garcia,30,HR-Florida,Inactive,2024-12-16,71318.79,alice.garcia@example.com,(899)-572-9892,Good,"TRUE",HR,Florida,1,1.06,0.954,1.52
EMP2019,Heidi,Jones,30,DevOps-Illinois,Pending,2021-02-22,77764.24,heidi.jones@example.com,(762)-974-5492,Average,"FALSE",DevOps,Illinois,4.9,1.15,1.039,1.19
EMP1000,Bob,Davis,25,DevOps-California,Active,2021-04-02,59767.65,bob.davis@example.com,(165)-162-3197,Average,"TRUE",DevOps,California,4.8,1.15,1.149,1.32
EMP1001,Bob,Brown,NULL,Finance-Texas,Active,2020-07-10,65304.66,bob.brown@example.com,(189)-847-1390,Excellent,"TRUE",Finance,Texas,5.5,1.15,0.982,2.26
EMP1002,Alice,Jones,NULL,Admin-Nevada,Pending,2023-12-07,88145.90,alice.jones@example.com,(559)-636-3211,Good,"TRUE",Admin,Nevada,2.1,1.05,1.016,1.6
EMP1003,Eva,Davis,25,Admin-Nevada,Inactive,2021-11-27,69450.99,eva.davis@example.com,(347)-649-0784,Good,"TRUE",Admin,Nevada,4.1,1.05,1.016,1.6
EMP1004,Frank,Williams,25,Cloud Tech-Florida,Active,2022-01-05,109324.61,frank.williams@example.com,(158)-673-4256,Poor,"FALSE",Cloud Tech,Florida,4,1.13,0.954,0.54
EMP1005,Alice,Garcia,40,Sales-Texas,Inactive,2020-06-10,88642.84,alice.garcia@example.com,(540)-900-3485,Good,"FALSE",Sales,Texas,5.6,1.15,0.982,1.69
EMP1006,Frank,Jones,NULL,Admin-Nevada,Active,2020-04-03,96288.43,frank.jones@example.com,(451)-837-6063,Good,"FALSE",Admin,Nevada,5.7,1.05,1.016,1.6
EMP1007,Bob,Jones,30,Cloud Tech-Florida,Inactive,2022-07-17,94497.91,bob.jones@example.com,(413)-432-7559,Average,"TRUE",Cloud Tech,Florida,3.5,1.13,0.954,1.08
EMP1008,Frank,Davis,35,Admin-Nevada,Inactive,2023-12-08,115565.82,frank.davis@example.com,(417)-765-6123,Excellent,"TRUE",Admin,Nevada,2.1,1.05,1.016,2.13
EMP1009,Charlie,Johnson,NULL,DevOps-New York,Active,2022-08-04,76561.88,charlie.johnson@example.com,(815)-698-5699,Excellent,"TRUE",DevOps,New York,3.4,1.13,1.126,2.54
EMP1010,David,Williams,35,Cloud Tech-New York,Active,2024-07-06,72081.71,david.williams@example.com,(272)-063-4590,Average,"FALSE",Cloud Tech,New York,1.5,1.1,1.126,1.24
EMP1011,David,Davis,NULL,DevOps-California,Active,2023-09-04,84946.19,david.davis@example.com,(123)-829-6576,Poor,"TRUE",DevOps,California,2.3,1.1,1.149,0.63
EMP1012,Heidi,Williams,30,HR-New York,Active,2024-03-05,89295.77,heidi.williams@example.com,(242)-954-3164,Excellent,"FALSE",HR,New York,1.8,1.06,1.126,2.39
EMP1013,Grace,Williams,NULL,Finance-California,Active,2020-10-10,85666.84,grace.williams@example.com,(266)-930-0892,Good,"FALSE",Finance,California,5.2,1.15,1.149,1.98
EMP1014,Alice,Garcia,25,Admin-Nevada,Active,2024-06-10,97633.68,alice.garcia@example.com,(173)-420-6968,Excellent,"TRUE",Admin,Nevada,1.6,1.05,1.016,2.13
EMP1015,Grace,Jones,40,Sales-Florida,Pending,2021-05-29,117975.49,grace.jones@example.com,(421)-529-1085,Good,"TRUE",Sales,Florida,4.6,1.12,0.954,1.6
EMP1016,Alice,Brown,25,DevOps-Illinois,Inactive,2024-04-23,94867.33,alice.brown@example.com,(771)-333-4475,Poor,"FALSE",DevOps,Illinois,1.7,1.1,1.039,0.57
EMP1017,Grace,Garcia,30,Finance-Texas,Pending,2024-11-28,100377.65,grace.garcia@example.com,(263)-934-3625,Average,"TRUE",Finance,Texas,1.1,1.08,0.982,1.06
EMP1018,Charlie,Garcia,NULL,Cloud Tech-Nevada,Inactive,2024-09-19,94726.46,charlie.garcia@example.com,(204)-439-7358,Excellent,"FALSE",Cloud Tech,Nevada,1.3,1.1,1.016,2.24
EMP1019,Charlie,Williams,35,Admin-Illinois,Pending,2020-01-02,91926.12,charlie.williams@example.com,(710)-725-6365,Average,"TRUE",Admin,Illinois,6,1.05,1.039,1.09
EMP1020,Bob,Miller,35,HR-New York,Active,2021-05-08,111460.67,bob.miller@example.com,(941)-180-0536,Excellent,"TRUE",HR,New York,4.7,1.09,1.126,2.45
EMP1021,Bob,Jones,40,Cloud Tech-Illinois,Active,2020-09-19,96182.56,bob.jones@example.com,(599)-004-8963,Good,"FALSE",Cloud Tech,Illinois,5.3,1.18,1.039,1.84
EMP1022,Charlie,Johnson,35,Sales-Illinois,Inactive,2021-03-09,115023.94,charlie.johnson@example.com,(652)-809-2427,Average,"TRUE",Sales,Illinois,4.8,1.12,1.039,1.16
EMP1023,David,Garcia,35,Finance-Nevada,Pending,2022-02-03,80667.01,david.garcia@example.com,(757)-215-8623,Excellent,"FALSE",Finance,Nevada,3.9,1.1,1.016,2.24
EMP1024,Bob,Brown,30,Admin-Texas,Inactive,2020-02-13,91181.61,bob.brown@example.com,(150)-274-5643,Good,"TRUE",Admin,Texas,5.9,1.05,0.982,1.55
EMP1025,David,Miller,25,Cloud Tech-Nevada,Pending,2020-04-30,66025.92,david.miller@example.com,(948)-562-5727,Average,"FALSE",Cloud Tech,Nevada,5.7,1.18,1.016,1.2
EMP1026,Frank,Miller,25,Sales-New York,Inactive,2023-10-02,83979.01,frank.miller@example.com,(703)-203-2073,Average,"FALSE",Sales,New York,2.3,1.1,1.126,1.24
EMP1027,Heidi,Johnson,30,Finance-Florida,Active,2020-07-12,56785.16,heidi.johnson@example.com,(276)-170-7586,Excellent,"TRUE",Finance,Florida,5.5,1.15,0.954,2.19
EMP1028,Grace,Garcia,40,Finance-Nevada,Active,2023-10-11,95741.88,grace.garcia@example.com,(771)-215-1341,Excellent,"FALSE",Finance,Nevada,2.2,1.1,1.016,2.24
EMP1029,Alice,Brown,40,DevOps-California,Active,2021-05-24,63411.31,alice.brown@example.com,(284)-993-9088,Excellent,"TRUE",DevOps,California,4.6,1.15,1.149,2.64
EMP1030,Charlie,Jones,40,Admin-California,Inactive,2021-05-26,111214.02,charlie.jones@example.com,(261)-371-5040,Good,"TRUE",Admin,California,4.6,1.05,1.149,1.81
EMP1031,Bob,Smith,25,DevOps-Illinois,Active,2020-07-10,114845.69,bob.smith@example.com,(659)-152-0176,Excellent,"TRUE",DevOps,Illinois,5.5,1.18,1.039,2.45
EMP1032,Charlie,Brown,40,Finance-Florida,Active,2024-11-05,78072.82,charlie.brown@example.com,(749)-050-9758,Average,"FALSE",Finance,Florida,1.2,1.08,0.954,1.03
EMP1033,Grace,Johnson,25,Finance-California,Inactive,2021-08-07,79610.52,grace.johnson@example.com,(230)-450-1895,Average,"FALSE",Finance,California,4.4,1.12,1.149,1.29
EMP1034,Heidi,Miller,30,Admin-California,Active,2020-04-29,90542.62,heidi.miller@example.com,(164)-236-1031,Excellent,"TRUE",Admin,California,5.7,1.05,1.149,2.41
EMP1035,Frank,Jones,25,Cloud Tech-Illinois,Inactive,2022-10-26,114357.10,frank.jones@example.com,(664)-214-7648,Excellent,"TRUE",Cloud Tech,Illinois,3.2,1.13,1.039,2.35
EMP1036,Alice,Brown,NULL,Cloud Tech-New York,Active,2023-05-03,54757.26,alice.brown@example.com,(251)-583-7766,Poor,"FALSE",Cloud Tech,New York,2.7,1.1,1.126,0.62
EMP1037,Grace,Smith,25,Sales-New York,Pending,2023-05-02,52781.92,grace.smith@example.com,(499)-616-5925,Average,"TRUE",Sales,New York,2.7,1.1,1.126,1.24
EMP1038,Frank,Smith,35,Admin-Nevada,Pending,2021-10-05,66708.02,frank.smith@example.com,(610)-857-3277,Good,"TRUE",Admin,Nevada,4.2,1.05,1.016,1.6
EMP1039,Eva,Williams,40,HR-Texas,Active,2022-07-27,93481.15,eva.williams@example.com,(814)-761-7421,Poor,"FALSE",HR,Texas,3.4,1.08,0.982,0.53
EMP1040,Bob,Williams,25,Sales-New York,Pending,2021-06-27,59271.96,bob.williams@example.com,(438)-649-0809,Excellent,"TRUE",Sales,New York,4.5,1.12,1.126,2.52
EMP1041,Bob,Davis,30,HR-California,Active,2022-06-16,108362.15,bob.davis@example.com,(818)-661-7944,Excellent,"FALSE",HR,California,3.5,1.08,1.149,2.48
EMP1042,Alice,Johnson,NULL,HR-Nevada,Active,2024-12-03,59400.38,alice.johnson@example.com,(491)-801-7225,Average,"TRUE",HR,Nevada,1.1,1.06,1.016,1.08
EMP1043,Bob,Garcia,NULL,Admin-California,Inactive,2023-05-23,64744.08,bob.garcia@example.com,NULL,Excellent,"FALSE",Admin,California,2.6,1.05,1.149,2.41
EMP1044,Eva,Brown,NULL,Finance-California,Active,2020-07-08,94399.91,eva.brown@example.com,(523)-219-4167,Good,"TRUE",Finance,California,5.5,1.15,1.149,1.98
EMP1045,Alice,Brown,25,HR-New York,Pending,2021-06-20,61310.74,alice.brown@example.com,NULL,Average,"TRUE",HR,New York,4.5,1.09,1.126,1.23
EMP1046,Grace,Garcia,NULL,Cloud Tech-Texas,Active,2024-12-13,98371.37,grace.garcia@example.com,(749)-956-4121,Excellent,"FALSE",Cloud Tech,Texas,1.1,1.1,0.982,2.16
EMP1047,Alice,Davis,35,Sales-Illinois,Active,2022-05-30,58921.19,alice.davis@example.com,NULL,Average,"TRUE",Sales,Illinois,3.6,1.1,1.039,1.14
EMP1048,Alice,Miller,35,Admin-Nevada,Active,2023-09-27,57195.55,alice.miller@example.com,(683)-147-2759,Excellent,"FALSE",Admin,Nevada,2.3,1.05,1.016,2.13
EMP1049,Grace,Miller,NULL,DevOps-New York,Active,2024-11-05,61375.12,grace.miller@example.com,(122)-777-0792,Excellent,"TRUE",DevOps,New York,1.2,1.1,1.126,2.48
EMP1050,Charlie,Davis,40,Cloud Tech-New York,Pending,2021-11-11,104767.05,charlie.davis@example.com,(349)-605-0165,Excellent,"FALSE",Cloud Tech,New York,4.1,1.15,1.126,2.59
EMP1051,David,Miller,35,Admin-Nevada,Active,2022-02-22,111051.67,david.miller@example.com,(799)-840-7677,Good,"FALSE",Admin,Nevada,3.9,1.05,1.016,1.6
EMP1052,David,Williams,30,Finance-California,Inactive,2024-08-07,105674.18,david.williams@example.com,(997)-308-0694,Good,"FALSE",Finance,California,1.4,1.08,1.149,1.86
EMP1053,Alice,Brown,30,Finance-California,Inactive,2024-11-05,54859.45,alice.brown@example.com,(814)-671-7956,Average,"FALSE",Finance,California,1.2,1.08,1.149,1.24
EMP1054,Frank,Davis,NULL,Finance-Nevada,Pending,2021-11-09,115746.60,frank.davis@example.com,(602)-437-5737,Excellent,"TRUE",Finance,Nevada,4.1,1.12,1.016,2.28
EMP1055,Eva,Brown,30,Sales-California,Active,2020-08-10,91759.99,eva.brown@example.com,(395)-972-4664,Excellent,"TRUE",Sales,California,5.4,1.15,1.149,2.64
EMP1056,Frank,Garcia,40,Sales-Illinois,Active,2022-02-27,112965.33,frank.garcia@example.com,(729)-341-7222,Good,"FALSE",Sales,Illinois,3.8,1.1,1.039,1.71
EMP1057,Alice,Smith,40,Cloud Tech-Illinois,Pending,2023-11-07,100360.10,alice.smith@example.com,(297)-167-4337,Excellent,"FALSE",Cloud Tech,Illinois,2.2,1.1,1.039,2.29
EMP1058,David,Williams,35,Finance-Texas,Pending,2021-11-07,93620.88,david.williams@example.com,NULL,Good,"FALSE",Finance,Texas,4.2,1.12,0.982,1.65
EMP1059,Bob,Jones,35,Sales-California,Pending,2022-04-16,72832.80,bob.jones@example.com,(561)-931-8373,Excellent,"TRUE",Sales,California,3.7,1.1,1.149,2.53
EMP1060,Charlie,Williams,30,Finance-Nevada,Inactive,2023-10-19,102369.42,charlie.williams@example.com,(550)-842-8909,Average,"TRUE",Finance,Nevada,2.2,1.1,1.016,1.12
EMP1061,Eva,Davis,40,Sales-Texas,Inactive,2021-08-10,64712.79,eva.davis@example.com,(771)-199-1807,Excellent,"TRUE",Sales,Texas,4.4,1.12,0.982,2.2
EMP1062,Frank,Jones,40,Finance-Florida,Pending,2021-03-13,85782.18,frank.jones@example.com,(121)-352-4786,Excellent,"TRUE",Finance,Florida,4.8,1.12,0.954,2.14
EMP1063,Charlie,Smith,25,HR-Illinois,Pending,2023-07-20,93348.26,charlie.smith@example.com,(125)-521-3759,Poor,"FALSE",HR,Illinois,2.5,1.07,1.039,0.56
EMP1064,David,Davis,35,Admin-New York,Active,2020-02-20,53234.96,david.davis@example.com,(375)-482-1455,Good,"FALSE",Admin,New York,5.9,1.05,1.126,1.77
EMP1065,Bob,Johnson,40,Finance-Nevada,Pending,2021-02-02,100284.21,bob.johnson@example.com,(532)-863-2665,Excellent,"FALSE",Finance,Nevada,4.9,1.12,1.016,2.28
EMP1066,Grace,Brown,30,Admin-Nevada,Pending,2020-01-12,112486.19,grace.brown@example.com,(785)-072-0810,Excellent,"TRUE",Admin,Nevada,6,1.05,1.016,2.13
EMP1067,Bob,Smith,40,Admin-New York,Pending,2022-11-26,82518.49,bob.smith@example.com,(556)-260-6028,Poor,"TRUE",Admin,New York,3.1,1.05,1.126,0.59
EMP1068,Bob,Brown,40,Admin-Florida,Pending,2022-12-23,119152.47,bob.brown@example.com,NULL,Poor,"TRUE",Admin,Florida,3,1.05,0.954,0.5
EMP1069,Heidi,Miller,NULL,DevOps-Illinois,Inactive,2024-08-28,113479.83,heidi.miller@example.com,(489)-267-3898,Good,"FALSE",DevOps,Illinois,1.3,1.1,1.039,1.71
EMP1070,Charlie,Johnson,40,Finance-California,Active,2024-09-16,94636.30,charlie.johnson@example.com,(756)-341-0855,Poor,"FALSE",Finance,California,1.3,1.08,1.149,0.62
EMP1071,Heidi,Johnson,30,HR-Florida,Active,2024-01-01,70000.97,heidi.johnson@example.com,(288)-431-8847,Average,"TRUE",HR,Florida,2,1.07,0.954,1.02
EMP1072,Frank,Smith,NULL,Cloud Tech-New York,Active,2021-04-18,76812.47,frank.smith@example.com,(520)-089-4345,Poor,"FALSE",Cloud Tech,New York,4.7,1.15,1.126,0.65
EMP1073,David,Johnson,25,Finance-Florida,Inactive,2023-01-16,82614.70,david.johnson@example.com,(810)-548-5100,Average,"TRUE",Finance,Florida,3,1.1,0.954,1.05
EMP1074,Grace,Jones,40,Sales-Nevada,Active,2024-10-20,111645.97,grace.jones@example.com,(749)-075-3997,Good,"TRUE",Sales,Nevada,1.2,1.08,1.016,1.65
EMP1075,Heidi,Johnson,25,HR-California,Inactive,2024-10-13,112414.91,heidi.johnson@example.com,(935)-449-2682,Good,"FALSE",HR,California,1.2,1.06,1.149,1.83
EMP1076,David,Brown,40,Admin-California,Inactive,2022-09-21,52031.74,david.brown@example.com,(158)-935-7125,Good,"TRUE",Admin,California,3.3,1.05,1.149,1.81
EMP1077,Grace,Brown,30,Finance-New York,Pending,2022-12-29,51887.65,grace.brown@example.com,(611)-062-7370,Good,"FALSE",Finance,New York,3,1.1,1.126,1.86
EMP1078,Alice,Davis,25,DevOps-Florida,Active,2024-11-10,82318.89,alice.davis@example.com,(586)-988-6496,Good,"TRUE",DevOps,Florida,1.1,1.1,0.954,1.57
EMP1079,Grace,Brown,35,Admin-Florida,Inactive,2021-11-22,103286.08,grace.brown@example.com,(677)-622-8276,Average,"FALSE",Admin,Florida,4.1,1.05,0.954,1
EMP1080,Grace,Davis,35,Cloud Tech-Florida,Active,2024-03-14,87759.33,grace.davis@example.com,(288)-137-7027,Average,"FALSE",Cloud Tech,Florida,1.8,1.1,0.954,1.05
EMP1081,Frank,Brown,30,DevOps-Texas,Pending,2020-03-23,102796.32,frank.brown@example.com,(519)-611-5939,Good,"FALSE",DevOps,Texas,5.8,1.18,0.982,1.74
EMP1082,David,Jones,25,Sales-New York,Active,2020-09-15,83149.27,david.jones@example.com,(821)-545-4469,Poor,"TRUE",Sales,New York,5.3,1.15,1.126,0.65
EMP1083,David,Garcia,40,DevOps-California,Inactive,2020-12-09,92412.49,david.garcia@example.com,(229)-604-4326,Excellent,"TRUE",DevOps,California,5.1,1.18,1.149,2.71
EMP1084,Bob,Davis,30,HR-Texas,Pending,2020-02-22,115022.10,bob.davis@example.com,NULL,Good,"FALSE",HR,Texas,5.9,1.1,0.982,1.62
EMP1085,Grace,Williams,40,DevOps-New York,Active,2023-04-27,98343.01,grace.williams@example.com,(975)-679-2286,Poor,"FALSE",DevOps,New York,2.7,1.1,1.126,0.62
EMP1086,Bob,Miller,35,DevOps-Illinois,Active,2024-06-18,118869.10,bob.miller@example.com,(772)-519-9662,Excellent,"TRUE",DevOps,Illinois,1.5,1.1,1.039,2.29
EMP1087,Frank,Smith,NULL,Finance-Nevada,Inactive,2020-05-21,85417.26,frank.smith@example.com,(658)-074-1208,Good,"TRUE",Finance,Nevada,5.6,1.15,1.016,1.75
EMP1088,Grace,Brown,40,Cloud Tech-Florida,Inactive,2023-07-25,112410.25,grace.brown@example.com,(481)-813-9889,Good,"TRUE",Cloud Tech,Florida,2.4,1.1,0.954,1.57
EMP1089,Charlie,Johnson,40,Admin-Nevada,Pending,2023-08-25,68905.77,charlie.johnson@example.com,(983)-780-1819,Average,"FALSE",Admin,Nevada,2.4,1.05,1.016,1.07
EMP1090,Heidi,Garcia,40,Finance-Nevada,Pending,2021-07-03,72561.32,heidi.garcia@example.com,(433)-971-8955,Excellent,"TRUE",Finance,Nevada,4.5,1.12,1.016,2.28
EMP1091,Bob,Brown,35,Finance-New York,Inactive,2023-03-13,92723.22,bob.brown@example.com,(907)-056-2607,Excellent,"TRUE",Finance,New York,2.8,1.1,1.126,2.48
EMP1092,Alice,Johnson,40,HR-New York,Inactive,2021-03-10,74837.75,alice.johnson@example.com,(564)-111-8241,Poor,"FALSE",HR,New York,4.8,1.09,1.126,0.61
EMP1093,Eva,Miller,NULL,DevOps-California,Pending,2020-01-21,86163.91,eva.miller@example.com,(241)-246-2094,Average,"TRUE",DevOps,California,5.9,1.18,1.149,1.36
EMP1094,David,Miller,40,Finance-Illinois,Active,2023-11-15,83326.52,david.miller@example.com,(200)-461-5264,Average,"TRUE",Finance,Illinois,2.1,1.1,1.039,1.14
EMP1095,Heidi,Miller,25,Cloud Tech-California,Active,2022-04-08,98425.10,heidi.miller@example.com,(461)-033-9936,Average,"TRUE",Cloud Tech,California,3.7,1.13,1.149,1.3
EMP1096,Frank,Johnson,40,Sales-Illinois,Inactive,2022-05-21,119764.20,frank.johnson@example.com,(886)-140-5785,Average,"FALSE",Sales,Illinois,3.6,1.1,1.039,1.14
EMP1097,Frank,Brown,40,HR-California,Inactive,2021-04-17,58445.91,frank.brown@example.com,(170)-630-4890,Excellent,"FALSE",HR,California,4.7,1.09,1.149,2.5
EMP1098,Bob,Miller,NULL,DevOps-New York,Active,2021-03-19,101702.33,bob.miller@example.com,(382)-496-7182,Excellent,"FALSE",DevOps,New York,4.8,1.15,1.126,2.59
EMP1099,Eva,Jones,25,Admin-California,Active,2022-01-09,NULL,eva.jones@example.com,(258)-238-6869,Good,"FALSE",Admin,California,4,1.05,1.149,1.81
EMP1100,Charlie,Davis,35,Cloud Tech-Texas,Pending,2021-08-21,98819.22,charlie.davis@example.com,NULL,Good,"FALSE",Cloud Tech,Texas,4.4,1.15,0.982,1.69
EMP1101,Heidi,Johnson,25,Cloud Tech-Illinois,Inactive,2022-08-19,83509.99,heidi.johnson@example.com,(465)-398-4027,Average,"FALSE",Cloud Tech,Illinois,3.4,1.13,1.039,1.17
EMP1102,Alice,Johnson,35,Finance-Texas,Active,2022-03-31,84422.26,alice.johnson@example.com,(914)-161-2845,Average,"FALSE",Finance,Texas,3.8,1.1,0.982,1.08
EMP1103,Alice,Brown,30,Admin-Illinois,Inactive,2020-06-23,119574.27,alice.brown@example.com,(398)-554-7434,Average,"TRUE",Admin,Illinois,5.5,1.05,1.039,1.09
EMP1104,Grace,Johnson,NULL,Sales-Illinois,Active,2024-05-07,86580.08,grace.johnson@example.com,(537)-950-2096,Good,"TRUE",Sales,Illinois,1.7,1.08,1.039,1.68
EMP1105,Heidi,Johnson,35,Sales-Florida,Inactive,2023-03-10,93471.91,heidi.johnson@example.com,NULL,Poor,"FALSE",Sales,Florida,2.8,1.1,0.954,0.52
EMP1106,Bob,Miller,30,DevOps-New York,Inactive,2023-09-14,55683.12,bob.miller@example.com,(807)-156-9561,Poor,"TRUE",DevOps,New York,2.3,1.1,1.126,0.62
EMP1107,Bob,Brown,30,Cloud Tech-Florida,Inactive,2023-11-12,91566.78,bob.brown@example.com,NULL,Good,"TRUE",Cloud Tech,Florida,2.1,1.1,0.954,1.57
EMP1108,David,Miller,35,DevOps-California,Pending,2024-10-26,81782.19,david.miller@example.com,(531)-943-3749,Good,"FALSE",DevOps,California,1.2,1.1,1.149,1.9
EMP1109,Eva,Davis,NULL,DevOps-New York,Inactive,2020-08-23,88119.37,eva.davis@example.com,(479)-303-6148,Good,"TRUE",DevOps,New York,5.4,1.18,1.126,1.99
EMP1110,Eva,Garcia,30,Cloud Tech-Texas,Active,2024-06-11,71532.83,eva.garcia@example.com,(872)-839-9920,Good,"TRUE",Cloud Tech,Texas,1.6,1.1,0.982,1.62
EMP1111,Eva,Davis,40,Cloud Tech-Florida,Pending,2021-09-14,98981.36,eva.davis@example.com,(921)-249-3842,Good,"TRUE",Cloud Tech,Florida,4.3,1.15,0.954,1.65
EMP1112,Heidi,Garcia,40,Cloud Tech-Illinois,Active,2024-12-26,80242.01,heidi.garcia@example.com,NULL,Good,"TRUE",Cloud Tech,Illinois,1,1.1,1.039,1.71
EMP1113,Eva,Miller,25,Cloud Tech-New York,Pending,2024-09-08,110236.18,eva.miller@example.com,(664)-187-7579,Average,"TRUE",Cloud Tech,New York,1.3,1.1,1.126,1.24
EMP1114,Alice,Davis,35,Sales-Texas,Active,2022-08-21,86327.47,alice.davis@example.com,(304)-687-5062,Average,"FALSE",Sales,Texas,3.4,1.1,0.982,1.08
EMP1115,Eva,Brown,30,Sales-Florida,Pending,2024-07-25,84420.81,eva.brown@example.com,(519)-036-1331,Average,"FALSE",Sales,Florida,1.4,1.08,0.954,1.03
EMP1116,Frank,Smith,40,HR-California,Pending,2020-08-02,110041.32,frank.smith@example.com,(541)-107-6094,Average,"FALSE",HR,California,5.4,1.1,1.149,1.26
EMP1117,Heidi,Miller,35,DevOps-Florida,Pending,2020-03-16,81837.81,heidi.miller@example.com,(431)-735-0582,Good,"TRUE",DevOps,Florida,5.8,1.18,0.954,1.69
EMP1118,Frank,Garcia,25,Finance-Illinois,Active,2023-09-08,110855.72,frank.garcia@example.com,(199)-717-9109,Poor,"FALSE",Finance,Illinois,2.3,1.1,1.039,0.57
EMP1119,Alice,Jones,30,Sales-California,Pending,2024-03-29,84894.52,alice.jones@example.com,NULL,Excellent,"TRUE",Sales,California,1.8,1.08,1.149,2.48
EMP1120,Alice,Garcia,30,HR-Illinois,Active,2021-08-12,80668.13,alice.garcia@example.com,(611)-080-4660,Good,"TRUE",HR,Illinois,4.4,1.09,1.039,1.7
EMP1121,Bob,Jones,25,DevOps-Illinois,Active,2023-12-24,61086.47,bob.jones@example.com,(963)-990-7675,Excellent,"TRUE",DevOps,Illinois,2,1.1,1.039,2.29
EMP1122,Grace,Johnson,25,Admin-Texas,Inactive,2020-08-28,95339.68,grace.johnson@example.com,(991)-507-8592,Poor,"TRUE",Admin,Texas,5.3,1.05,0.982,0.52
EMP1123,Eva,Davis,NULL,DevOps-California,Inactive,2024-09-05,83774.97,eva.davis@example.com,(110)-919-3927,Average,"FALSE",DevOps,California,1.3,1.1,1.149,1.26
EMP1124,Heidi,Jones,NULL,Admin-Florida,Active,2023-05-12,85576.86,heidi.jones@example.com,(456)-797-2319,Poor,"FALSE",Admin,Florida,2.6,1.05,0.954,0.5
EMP1125,Bob,Garcia,35,Finance-California,Pending,2021-07-01,107438.46,bob.garcia@example.com,NULL,Good,"TRUE",Finance,California,4.5,1.12,1.149,1.93
EMP1126,Eva,Johnson,NULL,Sales-Nevada,Inactive,2024-11-07,60401.68,eva.johnson@example.com,(227)-495-4507,Average,"FALSE",Sales,Nevada,1.1,1.08,1.016,1.1
EMP1127,Frank,Smith,35,Sales-Illinois,Inactive,2022-07-21,115299.66,frank.smith@example.com,(920)-388-0652,Good,"TRUE",Sales,Illinois,3.4,1.1,1.039,1.71
EMP1128,David,Brown,NULL,Finance-New York,Inactive,2020-03-30,72272.34,david.brown@example.com,(331)-537-7958,Average,"FALSE",Finance,New York,5.8,1.15,1.126,1.29
EMP1129,Grace,Brown,40,DevOps-Nevada,Active,2022-10-11,117537.71,grace.brown@example.com,(959)-465-2169,Excellent,"FALSE",DevOps,Nevada,3.2,1.13,1.016,2.3
EMP1130,Frank,Brown,25,Finance-Texas,Pending,2022-07-24,51074.33,frank.brown@example.com,(730)-337-9336,Excellent,"TRUE",Finance,Texas,3.4,1.1,0.982,2.16
